name,distributor_full_name,release_date,genre,runtime,rating,budget,rest_world,studio,total_gross,theaters_total,opening,theaters_opening,open_date,close_date,days_in_theaters,imdb_rating,directors,cinemascore_name,cinemascore_rating,RT_name,RT_rating,is_Action,is_Animation,is_Drama,is_Horror,is_Comedy,is_Adventure,is_Music,is_Sci-Fi,is_Thriller,is_Documentary,is_Romance,is_Fantasy,studio_uni,studio_WB,studio_Fox,studio_Sony,studio_STX,studio_LGF,studio_BV,studio_Focus,studio_Fathom,studio_Magn,studio_IFC,studio_WGUSA,studio_KL,rating_G,rating_Not Yet Rated,rating_PG,rating_PG-13,rating_R,rating_Unknown,rating_Unrated,CS_rating_A,CS_rating_A+,CS_rating_A-,CS_rating_B,CS_rating_B+,CS_rating_B-,CS_rating_C,CS_rating_C+,CS_rating_C-,CS_rating_D+,CS_rating_D-
Return of the Hero,Distrib Films,"August 30, 2018",Drama,90.0,Unrated,,7279636,Distrib.,37108.0,3,761,3,8/30,1/31,154.0,6.4,Laurent Tirard,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Breath,FilmRise,"June 1, 2018",Drama,116.0,Unrated,,,FR,37108.0,21,5258,21,6/1,7/5,34.0,6.8,Simon Baker,DON'T BREATHE (2016),B+,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Small Group,Gathr Films,"October 18, 2018",Drama,120.0,PG-13,,,Gathr,37058.0,10,26579,10,10/18,10/28,10.0,9.0,Matt Chastain,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Searching for Ingmar Bergman,Oscilloscope Pictures,"November 2, 2018",Documentary,99.0,Unrated,,,Osci.,36686.0,8,5996,8,11/2,12/13,41.0,6.7,Margarethe von Trotta & Bettina Böhler & Felix Moeller,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mind Game (2017 re-release),GKIDS,"February 16, 2018",Animation,103.0,Unrated,,,GK,36613.0,7,5609,7,2/16,4/5,48.0,,???,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A tous ceux qui ne me lisent pas,Entertainment One,"November 23, 2018",Drama,107.0,Unrated,,,EOne,36506.0,6,9263,6,11/23,-,,7.7,Yan Giroux,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"No Date, No Signature",Distrib Films,"August 1, 2018",Drama,104.0,Unrated,,,Distrib.,36444.0,3,4993,3,8/1,1/24,176.0,7.3,Vahid Jalilvand,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Le Corbeau (2018 re-issue),Rialto,"April 20, 2018",Drama,93.0,Unrated,,,Rialto,36089.0,1,6452,1,4/20,9/9,142.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The House of Tomorrow,Shout! Factory,"April 27, 2018",Comedy / Drama,85.0,Unrated,,,Shout!,35821.0,8,6652,8,4/27,5/31,34.0,6.2,Peter Livolsi,,,The House of Tomorrow,74.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Big Bad Fox and Other Tales,GKIDS,"March 8, 2018",Animation,83.0,G,,9608653,GK,35787.0,12,2402,12,3/8,11/8,245.0,7.4,Patrick Imbert & Benjamin Renner,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road Movie,Oscilloscope Pictures,"January 19, 2018",Documentary,67.0,Unrated,,,Osci.,35757.0,19,17175,19,1/19,2/15,27.0,6.4,Dmitrii Kalashnikov,,,The Road Movie,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PGS Intuition,Gathr Films,"January 16, 2018",Documentary,83.0,Unrated,,,Gathr,35423.0,4,,4,1/16,-,,6.2,Bill Bennett,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
That Summer,IFC,"May 18, 2018",Documentary,80.0,Unrated,,,IFC,34556.0,5,5977,5,5/18,-,,5.0,Philippe Garrel,,,That Summer,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24 Frames,Janus Films,"February 2, 2018",Foreign,114.0,Unrated,,,Jan.,34482.0,2,8101,2,2/2,3/22,48.0,6.9,Abbas Kiarostami,,,24 Frames,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holy Hell (2018),Indican,"July 20, 2018",Action Comedy,89.0,Unrated,,,Indic.,34366.0,7,21504,7,7/20,8/23,34.0,,???,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kuleana,Gathr Films,"April 13, 2018",Drama,95.0,PG-13,,,Gathr,33953.0,6,,6,4/13,-,,7.9,Brian Kohne,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sollers Point,Oscilloscope Pictures,"May 11, 2018",Drama,102.0,R,,,Osci.,32608.0,4,10618,4,5/11,6/21,41.0,5.7,Matthew Porterfield,,,Sollers Point,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodland,Parade Deck Films,"May 11, 2018",Crime,84.0,Unrated,,,PDF,32140.0,3,17621,3,5/11,-,,5.3,Josh Doke,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moynihan,First Run,"October 3, 2018",Documentary,104.0,Unrated,,,FRun,31970.0,2,4416,2,10/3,10/25,22.0,7.0,Joseph Dorman & Toby Perl Freilich,,,Moynihan,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Good Manners,Distrib Films,"July 27, 2018",Fantasy,135.0,Unrated,,,Distrib.,31177.0,4,2476,4,7/27,12/13,139.0,6.9,Marco Dutra & Juliana Rojas,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poor Boy,Indican,"July 13, 2018",Drama,104.0,Unrated,,,Indic.,31031.0,5,10920,5,7/13,10/18,97.0,,???,,,Poor Boy,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cold Water (2018 re-release),Janus Films,"April 27, 2018",Drama,92.0,Unrated,,,Jan.,30209.0,1,5110,1,4/27,6/21,55.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Desert Bride,Strand,"May 4, 2018",Drama,78.0,Unrated,,,Strand,30110.0,4,2127,4,5/4,8/23,111.0,6.4,Cecilia Atán & Valeria Pivato,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Memories of Underdevelopment (2017 re-release),Janus Films,"January 12, 2018",Drama,97.0,Unrated,,,Jan.,29647.0,1,8244,1,1/12,2/15,34.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mercy,Screen Media,"November 30, 2018",Adventure,112.0,Unrated,,4230143,Scre.,29538.0,108,,108,11/30,12/9,9.0,6.0,James Marsh,,,The Mercy,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Charm City,PBS Distribution,"October 12, 2018",Documentary,108.0,Unrated,,,PBS,29335.0,3,10511,3,10/12,12/6,55.0,7.9,Marilyn Ness,,,Charm City,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Restoring Tomorrow (Event),Fathom,"November 13, 2018",Documentary,102.0,PG,,,Fathom,28556.0,394,,394,11/13,-,,8.4,Aaron Wolf,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apparition (2018),Music Box Films,"September 7, 2018",Drama,144.0,Unrated,,,MBox,28293.0,7,9830,7,9/7,12/20,104.0,6.4,Xavier Giannoli,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On Her Shoulders,Oscilloscope Pictures,"October 19, 2018",Documentary,94.0,Unrated,,,Osci.,28288.0,7,4374,7,10/19,12/6,48.0,7.4,Alexandria Bombach,,,On Her Shoulders,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quai des Orfevres (2018 Re-issue),Rialto,"April 13, 2018",Crime Drama,106.0,Unrated,,,Rialto,28013.0,2,7125,2,4/13,7/26,104.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Amendment,Fathom,"April 12, 2018",Drama,90.0,Unrated,,,Fathom,27961.0,541,,541,4/12,4/12,0.0,7.0,Paul Brown,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senso (2018 re-release),Rialto,"October 26, 2018",Drama,123.0,Unrated,,,Rialto,27723.0,2,3984,2,10/26,-,,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Cured,IFC,"February 23, 2018",Horror,95.0,R,,,IFC,26630.0,29,4875,29,2/23,3/15,20.0,5.5,David Freyne,,,The Cured,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford Graves Full Mantis,Cinema Guild,"July 13, 2018",Documentary,91.0,Unrated,,,CGld,26566.0,4,7407,4,7/13,-,,8.2,Jake Meginsky & Neil Young,,,Milford Graves Full Mantis,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Belle de jour (2018 re-release),Janus Films,"March 23, 2018",Drama,100.0,R,,,Jan.,26331.0,3,6462,3,3/23,4/19,27.0,,???,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charmer,Film Movement,"December 5, 2018",Drama / Thriller,102.0,Unrated,,,FM,26167.0,3,4128,3,12/5,1/24,50.0,6.7,Milad Alami,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Misandrists,Cartilage,"May 25, 2018",Comedy Thriller,91.0,Unrated,,,Cartilage,26123.0,5,3278,5,5/25,8/2,69.0,4.9,Bruce La Bruce,,,The Misandrists,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ridge Runners,Indican,"January 19, 2018",Crime Thriller,81.0,Unrated,,,Indic.,26019.0,7,8015,7,1/19,3/1,41.0,3.8,Hunter West,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jet Trash,Indican,"April 27, 2018",Drama / Thriller,85.0,Unrated,,,Indic.,26002.0,6,4914,6,4/27,10/18,174.0,5.1,Charles Henri Belleville,,,Jet Trash,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the Intense Now,Icarus Films,"January 31, 2018",Documentary,127.0,Unrated,,,Icar.,24955.0,1,5565,1,1/31,6/14,134.0,7.4,João Moreira Salles,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Phoenix Wilder: And The Great Elephant Adventure ,Fathom,"April 16, 2018",Family,100.0,Unrated,,,Fathom,24844.0,586,,586,4/16,4/16,0.0,5.3,Richard Boddington,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Day After,Cinema Guild,"May 11, 2018",Comedy / Drama,92.0,Unrated,,,CGld,24746.0,6,3727,6,5/11,8/19,100.0,7.0,Nicholas Meyer,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swimming with Men,IFC,"December 7, 2018",Comedy,96.0,Unrated,,,IFC,24708.0,31,10336,31,12/7,1/3,27.0,6.3,Oliver Parker,,,Swimming with Men,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Life & Nothing More,CFI Releasing,"October 24, 2018",Drama,114.0,Unrated,,,CFI,24358.0,6,6536,6,10/24,3/24,151.0,6.6,Antonio Méndez Esparza,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seven Years of Night,CJ Entertainment,"April 6, 2018",Action Drama,123.0,Unrated,,,CJ,24281.0,4,13669,4,4/6,4/19,13.0,5.9,Chang-min Choo,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elliot: The Littlest Reindeer,Screen Media,"November 30, 2018",Animation,89.0,PG,,,Scre.,24262.0,105,22056,105,11/30,12/9,9.0,5.1,Jennifer Westcott,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vazante,Music Box Films,"January 12, 2018",Drama,116.0,Unrated,,,MBox,23884.0,6,3489,6,1/12,4/19,97.0,6.1,Daniela Thomas,,,Vazante,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Death House,Hannover House,"March 2, 2018",Horror,93.0,R,,,Hann.,23833.0,7,10140,7,3/2,5/17,76.0,3.1,B. Harrison Smith,,,Death House,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Letter From Masanjia,Ammo Content,"September 14, 2018",Documentary,77.0,Unrated,,,Ammo,23481.0,2,8295,2,9/14,-,,8.0,Leon Lee,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Atomic Cafe (2018 re-release),Kino Lorber,"August 1, 2018",Documentary,86.0,Unrated,,,KL,22293.0,5,4098,5,8/1,10/25,85.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Judge (2018),Idle Wild Films,"April 13, 2018",Documentary,82.0,Unrated,,,IWF,22257.0,3,,3,4/13,5/31,48.0,,???,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Winning Formula,Indican,"July 27, 2018",Crime Comedy,93.0,Unrated,,,Indic.,22189.0,5,4505,5,7/27,9/6,41.0,7.9,Tyler Farr,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Workshop,Strand,"March 23, 2018",Drama,113.0,Not Yet Rated,,,Strand,22061.0,8,2860,8,3/23,5/31,69.0,6.6,Laurent Cantet,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving Pablo,Universal,"October 5, 2018",Crime Drama,123.0,R,,,Uni.,22017.0,15,16564,15,10/5,10/11,6.0,6.3,Fernando León de Aranoa,,,Loving Pablo,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Female Brain,IFC,"February 9, 2018",Comedy,98.0,Unrated,,,IFC,21786.0,26,6886,26,2/9,2/22,13.0,5.7,Whitney Cummings,,,The Female Brain,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Paris Education,Kino Lorber,"August 30, 2018",Drama,137.0,Unrated,,,KL,21598.0,2,3467,2,8/30,12/20,112.0,6.3,Jean-Paul Civeyrac,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Half the Picture,Gravitas Ventures,"June 8, 2018",Documentary,94.0,Unrated,,,Grav.,21589.0,1,6581,1,6/8,6/24,16.0,6.6,Amy Adrion,,,Half the Picture,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Primal Rage: The Bigfoot Reborn,Fathom,"February 27, 2018",Horror,106.0,R,,,Fathom,21497.0,125,,125,2/27,2/28,1.0,,???,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrel,Magnolia,"December 7, 2018",Comedy / Drama,86.0,Not Yet Rated,,,Magn.,21456.0,5,6059,5,12/7,2/7,62.0,5.2,Sebastián Silva,,,Tyrel,65.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganja & Hess (2018 re-release),Kino Lorber,"May 30, 2018",Horror,113.0,R,,,KL,21197.0,8,3406,8,5/30,11/1,155.0,,???,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
